date,open,high,low,close,volume,returns,vwap,rsi,sma_5,sma_20,bb_upper,bb_lower,volatility,sentiment_score,sentiment_diff,sentiment_ma5
2022-02-07,48.2,48.75,45.6,45.6,7413400,-0.0597938144329897,46.65,23.898922369317148,47.71,49.019999999999996,52.18376358155914,45.85623641844085,1.6229764728975395,0.0,0.0,0.0
2022-02-08,45.65,46.15,43.35,43.65,8010800,-0.04276315789473695,44.38333333333333,18.310196114021764,46.84,48.677499999999995,52.53359582349815,44.82140417650184,1.9781354192375427,0.0,0.0,0.0
2022-02-09,43.8,44.35,42.45,42.85,8812500,-0.01832760595647187,43.21666666666667,16.595579597663217,45.769999999999996,48.32,52.880745553086676,43.759254446913324,2.3396131034177814,0.09999999999999999,0.09999999999999999,0.019999999999999997
2022-02-10,42.85,43.0,40.85,42.0,11088500,-0.019836639439906656,41.949999999999996,14.98947424562779,44.519999999999996,47.8075,52.77230362149399,42.842696378506005,2.546890519003405,0.0,-0.09999999999999999,0.019999999999999997
2022-02-11,41.5,41.8,40.75,40.85,7846400,-0.027380952380952395,41.13333333333333,13.137040284894056,42.989999999999995,47.295,52.872804227471576,41.71719577252843,2.861353194777447,-0.2,-0.2,-0.020000000000000004
2022-02-14,40.85,42.0,40.35,40.9,4973500,0.001223990208078174,41.083333333333336,13.636777875336122,42.05,46.7825,52.721209876732466,40.84379012326753,3.046493886420903,-0.2,0.0,-0.06000000000000001
2022-02-15,41.0,41.9,40.9,41.85,3001500,0.023227383863080764,41.550000000000004,22.732600366349217,41.69,46.35,52.40161135566386,40.29838864433614,3.104411123071904,0.0,0.2,-0.06000000000000001
2022-02-16,41.95,41.95,41.35,41.45,1986000,-0.009557945041815952,41.583333333333336,21.696449763988,41.410000000000004,45.9025,52.013348959023595,39.79165104097641,3.1347993724101513,0.09999999999999999,0.09999999999999999,-0.06000000000000001
2022-02-17,41.4,41.75,41.0,41.55,2865600,0.0024125452352230514,41.43333333333333,22.645704761728908,41.32,45.510000000000005,51.67997568876894,39.34002431123107,3.1651307447843067,0.0,-0.09999999999999999,-0.06000000000000001
2022-02-18,41.25,41.4,41.0,41.1,2914400,-0.010830324909747224,41.166666666666664,21.389120643560943,41.370000000000005,45.0925,51.26957657391421,38.915423426085795,3.168773422004152,-0.06,-0.06,-0.03200000000000001
2022-02-21,41.05,41.9,41.0,41.8,2513700,0.01703163017031617,41.56666666666667,28.0749615453516,41.55,44.7575,50.885572698654904,38.629427301345096,3.1436349644119908,0.0,0.06,0.007999999999999998
2022-02-22,41.5,41.65,40.9,41.0,2975200,-0.019138755980861122,41.18333333333333,25.414640863485857,41.38,44.41,50.56269046840482,38.257309531595176,3.156263613832007,0.25,0.25,0.057999999999999996
2022-02-23,41.05,41.25,41.0,41.25,1439000,0.0060975609756097615,41.166666666666664,27.719635194201643,41.339999999999996,44.0775,50.1581640262392,37.9968359737608,3.1193148286121857,0.0,-0.25,0.038
2022-02-24,41.15,41.2,39.65,40.05,6367500,-0.029090909090909167,40.3,23.901378313495528,41.04,43.705,49.814083400969366,37.59591659903063,3.133893660238661,0.5,0.5,0.13799999999999998
2022-02-25,40.45,40.45,39.55,39.55,3385500,-0.012484394506866447,39.85,22.51005630326584,40.73,43.295,49.363681899720845,37.22631810027916,3.113168127402298,0.0,-0.5,0.15
2022-02-28,39.75,39.75,38.5,38.5,4678600,-0.02654867256637161,38.916666666666664,19.891423779056254,40.07,42.845,48.93440883830272,36.755591161697275,3.123800822547301,0.0,0.0,0.15
2022-03-01,38.55,39.95,38.5,39.6,3467600,0.028571428571428692,39.35,29.185538006967946,39.79,42.425,48.18403637772842,36.665963622271576,2.954323326210129,0.0,0.0,0.09999999999999999
2022-03-02,39.6,39.6,38.6,39.45,2401000,-0.0037878787878787845,39.21666666666667,28.696612291205327,39.43,41.9875,47.23162766816362,36.743372331836376,2.690180731553336,0.0,0.0,0.1
2022-03-03,39.45,40.2,39.15,39.5,2610400,0.0012674271229402567,39.61666666666667,29.122843154176792,39.32000000000001,41.55,46.03653541165108,37.063464588348914,2.3015441041087326,0.0,0.0,0.0
2022-03-04,39.5,39.65,38.9,39.5,3817400,0.0,39.35,29.122843154176778,39.31,41.1,44.34021604217976,37.85978395782024,1.6621957576777366,0.3,0.3,0.06
2022-03-07,39.2,39.5,38.65,39.25,2442600,-0.006329113924050667,39.13333333333333,28.147160270506163,39.46,40.7825,43.37677735602789,38.18822264397211,1.330836203294662,0.0,-0.3,0.06
2022-03-08,39.0,39.45,38.55,38.95,4290200,-0.007643312101910715,38.983333333333334,26.979092137553593,39.33,40.5475,42.90047152553936,38.19452847446064,1.2070489241380817,0.0,0.0,0.06
2022-03-09,39.05,39.35,38.65,39.0,3049900,0.0012836970474967568,39.0,27.518964890746062,39.239999999999995,40.355000000000004,42.54746436687099,38.16253563312902,1.124710489063858,0.0,0.0,0.06
2022-03-10,39.25,40.3,39.0,39.55,4366600,0.014102564102564052,39.61666666666667,33.35588013109957,39.25,40.2325,42.31463232048277,38.15036767951723,1.0681113434960772,0.0,0.0,0.06
2022-03-11,39.4,39.5,38.9,39.5,2222400,-0.0012642225031604948,39.300000000000004,33.09495685823339,39.25,40.165,42.25020982157647,38.07979017842353,1.0696900682464021,0.0,0.0,0.0
2022-03-14,39.4,39.4,38.7,39.15,2622700,-0.008860759493670933,39.083333333333336,31.252056970190353,39.23,40.0775,42.17880316708441,37.97619683291559,1.0779457802982875,0.0,0.0,0.0
2022-03-15,39.0,39.3,38.5,39.15,2733900,0.0,38.98333333333333,31.252056970190353,39.269999999999996,39.9425,41.91386374116979,37.971136258830214,1.011288261262901,0.0,0.0,0.0
2022-03-16,39.15,39.2,38.6,39.05,2950000,-0.0025542784163473664,38.95,30.685844632225525,39.28,39.8225,41.70225397326323,37.942746026736764,0.9642934419070675,0.22000000000000003,0.22000000000000003,0.044000000000000004
2022-03-17,39.15,39.25,38.65,39.2,2565900,0.003841229193342066,39.03333333333334,32.65677188293732,39.209999999999994,39.705,41.42514534269605,37.98485465730395,0.8824159420231223,0.0,-0.22000000000000003,0.044000000000000004
2022-03-18,39.15,39.75,38.7,39.4,5520700,0.005102040816326481,39.28333333333333,35.29849011950172,39.19,39.62,41.219812489012035,38.02018751098796,0.8206864905609101,0.0,0.0,0.044000000000000004
2022-03-21,39.4,40.5,39.15,40.5,3705300,0.027918781725888353,40.050000000000004,47.4973937176167,39.46,39.555,40.876703446314224,38.233296553685776,0.6780195618973667,0.0,0.0,0.044000000000000004
2022-03-22,40.5,41.2,40.5,41.1,3631800,0.014814814814814836,40.93333333333334,52.73235634040597,39.85,39.56,40.90409821069701,38.215901789303,0.6895078336257585,0.0,0.0,0.044000000000000004
2022-03-23,41.05,41.2,40.7,40.7,1529200,-0.009732360097323589,40.86666666666667,49.20965013738964,40.18,39.5325,40.75408708244598,38.31091291755402,0.6266609508882198,0.0,0.0,0.0
2022-03-24,40.7,40.7,40.2,40.5,1995200,-0.004914004914004955,40.46666666666667,47.500986554570396,40.440000000000005,39.55499999999999,40.82932334986018,38.2806766501398,0.6537140852565941,0.0,0.0,0.0
2022-03-25,40.3,40.5,39.85,40.5,2193500,0.0,40.28333333333333,47.500986554570396,40.660000000000004,39.6025,40.94170685482075,38.26329314517925,0.6869986210050695,0.0,0.0,0.0
2022-03-28,39.95,40.6,39.85,40.25,2339900,-0.006172839506172867,40.233333333333334,45.224528196232846,40.61,39.69,40.9563332894617,38.42366671053829,0.6496152707562466,0.0,0.0,0.0
2022-03-29,40.0,40.9,39.9,40.4,2798300,0.003726708074534235,40.4,46.8697882795141,40.470000000000006,39.730000000000004,41.03245921241278,38.427540787587226,0.6681474782046934,0.0,0.0,0.0
2022-03-30,41.25,41.35,40.2,40.55,3088400,0.003712871287128605,40.7,48.534538158172204,40.44,39.785000000000004,41.12779559129412,38.44220440870589,0.6888396039715728,0.4666666666666666,0.4666666666666666,0.09333333333333332
2022-03-31,40.55,41.15,40.5,40.6,1372000,0.0012330456226881115,40.75,49.10697703647203,40.459999999999994,39.84,41.22115893364917,38.458841066350836,0.7085195833565326,0.0,-0.4666666666666666,0.09333333333333332
2022-04-01,40.7,41.25,40.45,41.05,2609900,0.011083743842364324,40.916666666666664,54.059599441054516,40.57,39.917500000000004,41.384904170635664,38.450095829364344,0.752762456415827,0.0,0.0,0.09333333333333332
2022-04-04,41.25,41.4,40.75,41.35,2730500,0.0073081607795373316,41.166666666666664,57.059697783176816,40.79,40.0225,41.58149807568802,38.463501924311984,0.7997491382991578,-0.09999999999999999,-0.09999999999999999,0.07333333333333333
2022-04-05,41.25,41.55,40.85,41.15,3591100,-0.0048367593712213,41.18333333333334,54.50426408243379,40.940000000000005,40.1325,41.68371726395723,38.58128273604277,0.7957576661004385,0.0,0.09999999999999999,0.07333333333333333
2022-04-06,40.25,41.15,39.75,40.25,5679100,-0.021871202916160404,40.38333333333333,44.78441993285118,40.88,40.195,41.65681394164885,38.73318605835115,0.7498947294539963,0.0,0.0,-0.019999999999999997
2022-04-07,40.1,40.15,38.8,39.75,3704800,-0.012422360248447228,39.56666666666666,40.466840851654794,40.71,40.205,41.65168586776775,38.75831413223224,0.742134191298623,0.0,0.0,-0.019999999999999997
2022-04-08,40.0,41.2,40.0,40.85,5192000,0.02767295597484276,40.68333333333334,51.53652569919074,40.67,40.2725,41.70723865215898,38.837761347841024,0.736005399007472,0.375,0.375,0.05500000000000001
2022-04-12,40.7,40.7,40.15,40.65,2356500,-0.004895960832313362,40.5,49.72609189669487,40.53,40.3475,41.693781916984314,39.00121808301568,0.6906280513148072,0.0,-0.375,0.075
2022-04-13,40.5,41.15,40.35,41.1,3146300,0.011070110701107083,40.86666666666667,53.669750843038784,40.519999999999996,40.445,41.710266770289564,39.179733229710436,0.6490681579648969,0.35,0.35,0.145
2022-04-14,40.8,41.1,40.55,40.85,1763700,-0.006082725060827299,40.833333333333336,51.26383742885809,40.64,40.535000000000004,41.63595413165082,39.43404586834919,0.5647775528562228,0.0,-0.35,0.145
