Symbol,Date,Open,Close,Volume
VNINDEX,2017-08-24,766.48,769.77,208905050.0
VNINDEX,2017-08-25,769.07,771.63,218265430.0
VNINDEX,2017-08-28,771.81,777.26,240572610.0
VNINDEX,2017-08-29,773.91,774.03,255981300.0
VNINDEX,2017-08-30,774.31,778.65,193496470.0
VNINDEX,2017-08-31,779.19,782.76,191640520.0
VNINDEX,2017-09-01,784.42,788.73,137914410.0
VNINDEX,2017-09-05,787.85,792.31,153091050.0
VNINDEX,2017-09-06,792.16,793.55,144147770.0
VNINDEX,2017-09-07,793.61,796.72,143540810.0
VNINDEX,2017-09-08,797.98,801.2,122071810.0
VNINDEX,2017-09-11,801.2,797.47,138929970.0
VNINDEX,2017-09-12,795.53,799.94,133449030.0
VNINDEX,2017-09-13,802.85,802.78,139692830.0
VNINDEX,2017-09-14,803.34,806.32,139352800.0
VNINDEX,2017-09-15,803.35,805.82,142760690.0
VNINDEX,2017-09-18,808.51,807.87,167579320.0
VNINDEX,2017-09-19,807.41,805.93,160487610.0
VNINDEX,2017-09-20,806.88,805.86,137443940.0
VNINDEX,2017-09-21,805.29,803.93,130767410.0
VNINDEX,2017-09-22,805.15,807.13,150381610.0
VNINDEX,2017-09-25,806.9,805.58,126085700.0
VNINDEX,2017-09-26,806.4,805.35,155559280.0
VNINDEX,2017-09-27,803.32,803.77,142029330.0
VNINDEX,2017-09-28,803.1,804.82,161949260.0
VNINDEX,2017-09-29,805.07,804.42,124224690.0
VNINDEX,2017-10-02,805.29,802.23,101196300.0
VNINDEX,2017-10-03,803.98,798.0,148218410.0
VNINDEX,2017-10-04,797.39,805.66,109372380.0
VNINDEX,2017-10-05,806.56,805.23,139251920.0
VNINDEX,2017-10-06,805.7,807.8,119935950.0
VNINDEX,2017-10-09,809.61,808.96,129146140.0
VNINDEX,2017-10-10,808.43,810.65,138184800.0
VNINDEX,2017-10-11,811.2,813.95,162513710.0
VNINDEX,2017-10-12,814.43,815.87,136859420.0
VNINDEX,2017-10-13,814.6,820.95,141204400.0
VNINDEX,2017-10-16,821.54,819.43,149580780.0
VNINDEX,2017-10-17,819.51,828.29,162264680.0
VNINDEX,2017-10-18,829.43,827.72,183002780.0
VNINDEX,2017-10-19,828.89,828.93,143640120.0
VNINDEX,2017-10-20,827.93,826.84,175594060.0
VNINDEX,2017-10-23,826.25,820.04,194440930.0
VNINDEX,2017-10-24,818.08,825.24,141570200.0
VNINDEX,2017-10-25,826.08,830.69,120610410.0
VNINDEX,2017-10-26,829.94,830.11,166974910.0
VNINDEX,2017-10-27,829.15,840.37,125941130.0
VNINDEX,2017-10-30,842.92,845.2,162129150.0
VNINDEX,2017-10-31,844.27,837.28,159926430.0
VNINDEX,2017-11-01,838.75,842.71,154993610.0
VNINDEX,2017-11-02,842.19,833.09,174440020.0
VNINDEX,2017-11-03,833.16,843.73,149701990.0
VNINDEX,2017-11-06,846.12,849.09,128405430.0
VNINDEX,2017-11-07,850.2,850.33,150836950.0
VNINDEX,2017-11-08,853.15,859.7,147296730.0
VNINDEX,2017-11-09,862.38,860.4,142874820.0
VNINDEX,2017-11-10,859.91,868.21,150463680.0
VNINDEX,2017-11-13,871.7,879.34,189223330.0
VNINDEX,2017-11-14,883.8,880.9,168957930.0
VNINDEX,2017-11-15,877.65,882.59,162193450.0
VNINDEX,2017-11-16,880.17,892.8,169624640.0
VNINDEX,2017-11-17,893.99,890.69,168088500.0
VNINDEX,2017-11-20,889.87,903.55,145015010.0
VNINDEX,2017-11-21,907.51,918.3,207576000.0
VNINDEX,2017-11-22,921.13,932.66,181455380.0
VNINDEX,2017-11-23,938.31,933.7,205435150.0
VNINDEX,2017-11-24,930.52,935.57,199758010.0
VNINDEX,2017-11-27,933.38,938.61,225989050.0
VNINDEX,2017-11-28,939.1,941.21,323706840.0
VNINDEX,2017-11-29,943.46,952.14,206121930.0
VNINDEX,2017-11-30,956.17,949.93,225052010.0
VNINDEX,2017-12-01,952.76,960.33,204845390.0
VNINDEX,2017-12-04,962.47,970.02,253286410.0
VNINDEX,2017-12-05,972.28,953.3,237663970.0
