symbol,year_report,length_report,update_date,revenue,revenue_growth,net_profit,net_profit_growth,ebit_margin,roe,roic,roa,pe,pb,eps,current_ratio,cash_ratio,quick_ratio,interest_coverage,ae,fae,net_profit_margin,gross_margin,ev,issue_share,ps,pcf,bvps,ev_per_ebitda,at,fat,acp,dso,dpo,eps_ttm,charter_capital,rtq4,charter_capital_ratio,rtq10,dividend,ebitda,ebit,le,de,ccc,rtq17,Report_Type,Symbol,id,officer_name,officer_position,position_short_name,officer_own_percent,quantity,history,company_profile,icb_name3,icb_name2,icb_name4,financial_ratio_issue_share,share_holder,share_own_percent,date,description,link,name,sub_organ_code,ownership_percent,organ_name,type
YBM,2025.0,3.0,1761576641400,234462555469.0,0.37638311916991113,7127521851.0,2.9057284868736937,0.06014721154912976,0.1098538496,0.0796460078,0.0330004382,9.7292540089,1.0141835757,498.4322841170695,1.0173640883,0.0645695614,0.7364037865,-2.9703625644212863,3.400814374022349,1.4555287545523554,0.030426941322256793,0.37012789643918415,208778248000.0,14299880,0.243978217,2.200142503,14395.8158559373,6.8140633406,1.3159766862,2.8503925084,63.062352810220325,68.6940472014,66.6030931559,1500.6289266064,142998800000,0.5020369553,1.4395815855937253,2.400814374,0.0,78025774028.0,14089505746.0,2.1854950594,2.400814374,198.35949316752033,5.3134152793,RatioSummary,YBM,,,,,,,,,,,,,,,,,,,,,,
,,,2025-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,YBM,9,Đào Thị Dịu,Phụ trách Công bố thông tin/Kế toán trưởng,Phụ trách CBTT/Kế toán trưởng,0.035,500591.0,,,,,,,,,,,,,,,,
,,,2025-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,YBM,10,Lê Hoàn,Phó Giám đốc,Phó GĐ,0.0105,150000.0,,,,,,,,,,,,,,,,
,,,2025-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,YBM,5,Vũ Đức Hậu,Thành viên Hội đồng Quản trị/Giám đốc,TV HĐQT/GĐ,0.0074,105938.0,,,,,,,,,,,,,,,,
,,,2025-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,YBM,11,Nguyễn Thị Bưởi,Trưởng Ban Kiểm toán nội bộ ,Trưởng BKT nội bộ ,0.0037,52969.0,,,,,,,,,,,,,,,,
,,,2019-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,YBM,1,Nguyễn Đức Vũ,Thành viên Hội đồng Quản trị,TV HĐQT,3.1e-05,448.0,,,,,,,,,,,,,,,,
,,,2025-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,YBM,7,Nguyễn Văn Don,Trưởng Ban kiểm soát,Trưởng BKS,0.0,0.0,,,,,,,,,,,,,,,,
,,,2025-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,YBM,8,Lê Đình Chinh,Thành viên Ban kiểm soát,TV BKS,0.0,0.0,,,,,,,,,,,,,,,,
,,,2025-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,YBM,12,Vũ Thị Mai,Thành viên Ban Kiểm toán nội bộ,Thành viên BKT nội bộ,0.0,0.0,,,,,,,,,,,,,,,,
,,,2024-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,YBM,2,HOÀNG QUỐC HUY,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,0.0,0.0,,,,,,,,,,,,,,,,
,,,2025-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,YBM,3,Huỳnh Song Trà,Thành viên Hội đồng Quản trị,TV HĐQT,0.0,0.0,,,,,,,,,,,,,,,,
,,,2025-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,YBM,4,Mai Đình Đình,Thành viên Ban kiểm soát,TV BKS,0.0,0.0,,,,,,,,,,,,,,,,
,,,2025-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,YBM,6,Hoàng Anh Quân,Phó Giám đốc,Phó GĐ,0.0,0.0,,,,,,,,,,,,,,,,
{0: 'YBM'},,,,,,,,,,,,,,,,,,,,,,,,{0: 14299880},,,,,,,,,,,{0: 142998800000},,,,,,,,,,,Overview,YBM,{0: '77062'},,,,,,"{0: ' - Ngày 15/10/2015: Công ty Cổ phần Khoáng sản Công nghiệp Yên Bái được thành lập với vốn điều lệ là 35 tỷ đồng theo Giấy chứng nhận đăng ký kinh doanh số 5200824701 cấp lần đầu bởi Sở kế hoạch và Đầu tư tỉnh Yên Bái;  - Tháng 04/2017: Tăng vốn điều lệ lên 100 tỷ đồng;  - Tháng 05/2018: Tăng vốn điều lệ lên 129,99 tỷ đồng;  - Ngày 21/08/2018: Niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE);  - Ngày 01/11/2019: Tăng vốn điều lệ lên 142,99 tỷ đồng;'}","{0: 'Công ty Cổ phần Khoáng sản Công nghiệp Yên Bái (YBM) được thành lập vào năm 2015. Công ty hoạt động chính trong lĩnh vực sản xuất, khai thác, chế biến các loại khoáng sản, đặc biệt là các sản phẩm bột CaCO3 với nhiều kích thước khác nhau, để làm phụ gia trong các ngành công nghiệp sơn, nhựa, giấy, cao su,...YBM chính thức được niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ tháng 08/2018.'}",{0: 'Khai khoáng'},{0: 'Tài nguyên Cơ bản'},{0: 'Khai khoáng'},{0: 14299880},,,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,YBM,93235925,,,,,3349179.0,,,,,,,Đỗ Thanh Sơn,0.2342,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,YBM,93231718,,,,,3289000.0,,,,,,,Công ty Cổ phần Nhựa Châu Âu,0.23,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,YBM,93234569,,,,,1647000.0,,,,,,,Đào Thị Thuận,0.1152,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,YBM,93237393,,,,,1233441.0,,,,,,,Hoàng Minh Hiếu,0.0863,,,,,,,,
,,,2025-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,YBM,93254271,,,,,1130674.0,,,,,,,Phan Thế Tùng,0.0791,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,YBM,93234511,,,,,500591.0,,,,,,,Đào Thị Dịu,0.035,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,YBM,93258833,,,,,220000.0,,,,,,,Trần Thị Thanh Thủy,0.015,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,YBM,93239686,,,,,150000.0,,,,,,,Lê Hoàn,0.0105,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,YBM,93249930,,,,,110000.0,,,,,,,Nguyễn Tiến Dũng,0.0077,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,YBM,93261489,,,,,105938.0,,,,,,,Vũ Đức Hậu,0.0074,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,YBM,93247558,,,,,52969.0,,,,,,,Nguyễn Thị Bưởi,0.0037,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,YBM,93248727,,,,,30000.0,,,,,,,Nguyễn Thị Ngọc Minh,0.0023,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,YBM,93258879,,,,,1200.0,,,,,,,Trần Thị Thu Hằng,0.0001,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,YBM,93237852,,,,,600.0,,,,,,,Hoàng Văn Thái,5e-05,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,YBM,93244363,,,,,448.0,,,,,,,Nguyễn Đức Vũ,3.1e-05,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,YBM,93237160,,,,,300.0,,,,,,,HÀ VĂN HÙNG,2.5e-05,,,,,,,,
YBC,2024.0,5.0,1748267045710,846783712063.0,-0.1224937651987617,14451903076.0,0.726144181433519,0.08666874926899604,0.1104238734,0.1026268658,0.011732573,7.7567638954,0.8145965604,1224.7375488135592,0.849113675,0.0087671372,0.504114789,-1.7628871589448811,9.958708825861287,4.675180151574566,0.017115383510635983,0.1219017722006043,112100000000.0,11800000,0.1327599889,11.2644698045,11662.2147233051,6.0019724952,0.6854986916,1.6156766044,151.60884583852064,113.6014461096,215.1118494563,1224.7375488136,118000000000,2.0555583575,1.1662214723305084,8.9587088259,0.0,113375420300.0,73181437236.0,6.2373127967999995,8.9587088259,480.3221414044207,3.2129872682,RatioSummary,YBC,,,,,,,,,,,,,,,,,,,,,,
,,,2023-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,YBC,4,Vũ Xuân Nguyên,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,0.1452,1709500.0,,,,,,,,,,,,,,,,
,,,2025-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,YBC,9,Phạm Quang Phú,Thành viên Hội đồng Quản trị/Giám đốc,TV HĐQT/GĐ,0.129,1519300.0,,,,,,,,,,,,,,,,
,,,2023-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,YBC,5,Nguyễn Quang Chiến,Trưởng Ban kiểm soát/Phụ trách Công bố thông tin,Trưởng BKS/Phụ trách CBTT,0.0015,13720.0,,,,,,,,,,,,,,,,
,,,2024-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,YBC,8,Tống Văn Tý,Thành viên Ban kiểm soát,TV BKS,0.0004,4100.0,,,,,,,,,,,,,,,,
,,,2019-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,YBC,3,Nguyễn Thị Nghiêm Chang,Thành viên Ban kiểm soát,TV BKS,0.0,0.0,,,,,,,,,,,,,,,,
,,,2015-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,YBC,1,Bùi Mạnh Cường,Phó Giám đốc,Phó GĐ,0.0,0.0,,,,,,,,,,,,,,,,
,,,2023-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,YBC,6,Đặng Văn Thắng,Phó Giám đốc,Phó GĐ,0.0,0.0,,,,,,,,,,,,,,,,
,,,2023-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,YBC,7,Nguyễn Đình Hoàng,Kế toán trưởng,Kế toán trưởng,0.0,0.0,,,,,,,,,,,,,,,,
,,,2015-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,YBC,2,Phạm Hữu Thạo,Thành viên Ban kiểm soát,TV BKS,0.0,0.0,,,,,,,,,,,,,,,,
{0: 'YBC'},,,,,,,,,,,,,,,,,,,,,,,,{0: 11800000},,,,,,,,,,,{0: 118000000000},,,,,,,,,,,Overview,YBC,{0: '77061'},,,,,,"{0: ' - Ngày 02/09/1980: Công ty Cổ phần Xi măng và Khoáng sản Yên Bái tiền thân là Nhà máy Xi măng Yên Bái được thành lập và đi vào hoạt động.  - Năm 2002: Công ty được trang bị thêm một dây chuyền mới nâng tổng công suất của Nhà máy xi măng lên 120.000 tấn/năm.  - Ngày 01/01/2004: Công ty chuyển sang hoạt động theo mô hình cổ phần.  - Năm 2004: Công ty đầu tư cải tạo nâng công suất Nhà máy Xi măng lên 150.000 tấn/năm.  - Tháng 12/2005: Công ty tăng vốn điều lệ lên 22,1 tỷ đồng.  - Năm 2007: Công ty chính thức đổi tên thành Công ty Cổ phần Xi măng và Khoáng sản Yên Bái.  - Ngày 12/05/2008: Cổ phiếu của công ty được chính thức niêm yết trên HNX.  - Tháng 03/2009: Công ty tăng vốn điều lệ từ 22 tỷ lên 48,4 tỷ đồng.  - Ngày 28/05/2014: Công ty bị hủy niêm yết trên sàn HNX do lỗ trong 3 năm liên tiếp.  - Ngày 25/06/2014: Công ty niêm yết cổ phiếu trên sàn UPCOM.  - Tính đến tháng 04/2015: Vốn điều lệ của công ty là 48,4 tỷ đồng.'}","{0: 'Công ty Cổ phần Xi măng và Khoáng sản Yên Bái (YBC) được thành lập từ năm 1980, với tiền thân là Nhà máy Xi măng Yên Bái. Công ty chuyên sản xuất và kinh doanh xi măng, khai thác, chế biến, kinh doanh và xuất khẩu khoáng sản. Sản phẩm chính của Công ty là Xi măng PCB30, PCB40 và Cacbonat canxi (CaCO3) các loại . Hiện công ty có 4 xí nghiệp trực thuộc, bao gồm: Nhà máy xi măng Yên Bái (công suất sản xuất 450.000 tấn clinker/năm tương đương 900.000 tấn xi măng/năm), Nhà máy chế biến CaCO3 (công suất 300.000 tấn sản phẩm/năm), xí nghiệp khai thác đá khai thác trên 2 mỏ với diện tích 19.67 ha, sản lượng khai thác hàng năm đạt trên 500.000 m3). Các sản phẩm của Công ty đã được xuất khẩu sang một số quốc gia như Thái Lan, Băng-la-đét, Ấn Độ, Hàn Quốc. Ngày 25/06/2014, YBC được giao dịch trên thị trường UPCOM.'}",{0: 'Xây dựng và Vật liệu'},{0: 'Xây dựng và Vật liệu'},{0: 'Vật liệu xây dựng & Nội thất'},{0: 11800000},,,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,YBC,93262511,,,,,1709500.0,,,,,,,Vũ Xuân Nguyên,0.1452,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,YBC,93252724,,,,,1519300.0,,,,,,,Phạm Quang Phú,0.129,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,YBC,93253890,,,,,1133885.0,,,,,,,Phạm Việt Thương,0.1259,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,YBC,93231228,,,,,971300.0,,,,,,,Công ty Cổ phần Đầu tư Thương mại Quốc tế Khánh An ,0.1079,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,YBC,93257479,,,,,300300.0,,,,,,,Trần Hoàng Diệu Linh,0.0517,,,,,,,,
,,,2015-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,YBC,93257945,,,,,282500.0,,,,,,,Trần Ngọc Tuấn,0.0486095935,,,,,,,,
,,,2015-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,YBC,93232083,,,,,200000.0,,,,,,,Công ty Cổ phần Tập đoàn Dầu khí An Pha,0.0413442675,,,,,,,,
,,,2015-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,YBC,93249823,,,,,234900.0,,,,,,,Nguyễn Thu Thủy,0.0404190921,,,,,,,,
,,,2015-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,YBC,93250406,,,,,14170.0,,,,,,,Nguyễn Tường Thuật,0.0024382227,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,YBC,93251169,,,,,26970.0,,,,,,,Nguyễn Văn Thắng,0.0023,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,YBC,93246370,,,,,13720.0,,,,,,,Nguyễn Quang Chiến,0.0015,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,YBC,93256980,,,,,4100.0,,,,,,,Tống Văn Tý,0.0004,,,,,,,,
XPH,2025.0,3.0,1761150473750,26257434631.0,1.5823828871542869,-1030559774.0,0.08494113879210353,-0.042458026641594156,-0.0115207104,-0.0515299862,-0.0111805818,-112.0916895322,1.2857770043,-79.44203199466563,10.0612651116,0.4535672379,6.5162242182,44.237022287171655,1.029613612193204,0.17310546359779352,-0.039480399907437215,0.12398876797807447,186803640000.0,12972475,1.9711558077,55.7694950887,11199.4536782688,-65.6130558349,0.6357946419,3.5859838711,53.34422091473905,91.8041356377,9.0041664018,-128.4662588288,129724750000,0.0,1.1199453678268796,0.0296136122,0.0,-2817308365.0,-1108284983.0,0.0,0.0296136122,154.15252295423906,3.975855744,RatioSummary,XPH,,,,,,,,,,,,,,,,,,,,,,
,,,2018-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XPH,1,Nguyễn Tuấn Anh,Thành viên Hội đồng Quản trị,TV HĐQT,0.0,0.0,,,,,,,,,,,,,,,,
,,,2019-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XPH,2,Nguyễn Thị Bích Phượng,Thành viên Ban kiểm soát,TV BKS,0.0,0.0,,,,,,,,,,,,,,,,
,,,2023-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XPH,3,Phạm Đức Cường,Kế toán trưởng,Kế toán trưởng,0.0,0.0,,,,,,,,,,,,,,,,
,,,2023-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XPH,4,Trần Anh Vũ,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,0.0,0.0,,,,,,,,,,,,,,,,
,,,2023-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XPH,5,Nguyễn Thị Hồng Thúy,Trưởng Ban kiểm soát,Trưởng BKS,0.0,0.0,,,,,,,,,,,,,,,,
,,,2025-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XPH,6,Lê Quang Hòa,Phó Giám đốc/Thành viên Hội đồng Quản trị,Phó GĐ/TV HĐQT,0.0,0.0,,,,,,,,,,,,,,,,
,,,2025-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XPH,7,Mai Thị Khánh Tân,Thành viên Ban kiểm soát,TV BKS,0.0,0.0,,,,,,,,,,,,,,,,
,,,2025-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XPH,8,Đỗ Huy Lập,Thành viên Hội đồng Quản trị/Giám đốc,TV HĐQT/GĐ,0.0,0.0,,,,,,,,,,,,,,,,
,,,2025-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XPH,9,Đoàn Thị Thanh Hường,Thành viên Hội đồng Quản trị,TV HĐQT,0.0,0.0,,,,,,,,,,,,,,,,
{0: 'XPH'},,,,,,,,,,,,,,,,,,,,,,,,{0: 12972475},,,,,,,,,,,{0: 129724750000},,,,,,,,,,,Overview,XPH,{0: '76995'},,,,,,"{0: ' - 1960: Tiền thân của Công ty Cổ phần Xà phòng Hà Nội là Nhà máy Xà phòng Hà Nội được đi vào hoạt động;  - 1993: Nhà máy Xà phòng Hà Nội đã đổi tên thành Công ty Xà phòng Hà Nội;  - 1994: Công ty đã tiến hành liên doanh với Unilever;  - 2005: Công ty bắt đầu hoạt động theo mô hình công ty cổ phần với vốn điều lệ 58,4 tỷ đồng;  - 2012: Công ty tăng vốn điều lệ lên 129,7 tỷ đồng;  - 2014: Cổ phiếu của Công ty chính thức được giao dịch trên sàn UPCOM;  - Tính đến tháng 04/2015: Vốn điều lệ của công ty là 129,7 tỷ đồng.'}","{0: 'Công ty Cổ phần Xà phòng Hà Nội (XPH) có tiền thân là Nhà máy Xà phòng Hà Nội, được thành lập từ năm 1960. Công ty bắt đầu hoạt động theo mô hình công ty cổ phần năm 2005. Hoạt động kinh doanh chính của công ty là sản xuất, kinh doanh các sản phẩm tẩy rửa và các chất hoá học cơ bản. Một số sản phẩm tiêu biểu của công ty có thể kể đến nước giặt Power, nước rửa chén Kazoku, nước lau sàn Kazoku, nước tẩy đa năng Kazoku, xà phòng bánh Kea... Công ty sở hữu công nghệ xà phòng bánh 72% có công suất thiết kế hàng năm là 3.000 tấn. XPH chính thức được giao dịch trên sàn UPCOM năm 2014.'}",{0: 'Hàng cá nhân'},{0: 'Hàng cá nhân & Gia dụng'},{0: 'Hàng cá nhân'},{0: 12972475},,,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XPH,93255898,,,,,10378030.0,,,,,,,Tập đoàn Hóa chất Việt Nam,0.800004,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XPH,93260299,,,,,16083.0,,,,,,,Trương Văn Minh,0.00123978,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XPH,93239508,,,,,12150.0,,,,,,,Lê Diệu Thúy,0.0009366,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XPH,93242753,,,,,6433.0,,,,,,,Nghiêm Minh Long,0.0004959,,,,,,,,
,,,2015-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XPH,93240200,,,,,2000.0,,,,,,,Lê Quang Tín,0.0001541725,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XPH,93236150,,,,,2000.0,,,,,,,Đỗ Thúy Ngọc,0.00015417,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XPH,93239662,,,,,1386.0,,,,,,,Lê Hải Sơn,0.00010684,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XPH,93239753,,,,,88.0,,,,,,,Lê Hồng Sơn,6.78e-06,,,,,,,,
XMP,2025.0,3.0,1761040692220,14996932696.0,0.06909674304763311,2744878250.0,0.8699177655574242,0.42741002489860075,0.1474695286,0.1232146909,0.0697705078,9.6250442332,1.4249339601,182.99188333333333,0.1864921408,0.03208674,0.1546550974,-1.737373907172966,2.0768762918970056,1.963995547368999,0.18302931043573445,0.4847185486762153,255000000000.0,15000000,3.2679487879,5.5038404544,11930.3774601333,6.7719912993,0.2054941087,0.2175473801,50.94905984977285,26.1330219647,15.3180247826,1766.2256492667,150000000000,0.6828543115,1.1930377460133332,1.0768762919,0.0,63396612570.0,6409839377.0,1.6696005366,1.0768762919,92.40010659707285,13.9670031462,RatioSummary,XMP,,,,,,,,,,,,,,,,,,,,,,
,,,2024-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XMP,1,Lê Văn Thủy,Thành viên Hội đồng Quản trị,TV HĐQT,0.02,300000.0,,,,,,,,,,,,,,,,
,,,2025-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XMP,2,Đinh Thị Hạnh,Trưởng Ban kiểm soát,Trưởng BKS,0.0,0.0,,,,,,,,,,,,,,,,
,,,2025-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XMP,3,Nguyễn Hồ Ngọc,Thành viên Ban kiểm soát,TV BKS,0.0,0.0,,,,,,,,,,,,,,,,
,,,2025-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XMP,4,Nguyễn Thị Thanh Thủy,Thành viên Hội đồng Quản trị,TV HĐQT,0.0,0.0,,,,,,,,,,,,,,,,
,,,2025-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XMP,5,Phạm Văn Minh,Thành viên Hội đồng Quản trị,TV HĐQT,0.0,0.0,,,,,,,,,,,,,,,,
,,,2025-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XMP,6,TRẦN XUÂN NINH,Thành viên Ban kiểm soát,TV BKS,0.0,0.0,,,,,,,,,,,,,,,,
,,,2025-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XMP,7,Đinh Thùy Lâm,Kế toán trưởng,Kế toán trưởng,0.0,0.0,,,,,,,,,,,,,,,,
,,,2025-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XMP,8,Phạm Quang Minh,Tổng Giám đốc,TGĐ,0.0,0.0,,,,,,,,,,,,,,,,
,,,2025-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XMP,9,Nguyễn Thị Hà Ninh,Thành viên Hội đồng Quản trị,TV HĐQT,0.0,0.0,,,,,,,,,,,,,,,,
,,,2025-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XMP,10,Trịnh Nguyên Khánh,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,0.0,0.0,,,,,,,,,,,,,,,,
