date,open,high,low,close,volume,returns,vwap,rsi,sma_5,sma_20,bb_upper,bb_lower,volatility,sentiment_score,sentiment_diff,sentiment_ma5,alpha_1,alpha_2,alpha_3,alpha_4,alpha_5
2022-02-07,45.68,45.73,45.17,45.43,518400,0.0,45.443333333333335,48.09585808970135,44.404,45.5205,48.18073664360898,42.860263356391016,1.3646726038832424,0.0,0.0,0.0,-0.0,0,0.0,0.0,0.0
2022-02-08,45.43,46.6,45.43,45.99,845100,0.012326656394453,46.00666666666667,52.79895225914345,44.82000000000001,45.447,47.966326100368896,42.927673899631095,1.292387020410802,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2022-02-09,46.54,46.54,45.99,46.04,1142700,0.0010871928680147,46.19,53.20664455839998,45.298,45.3735,47.72818278118306,43.01881721881694,1.2079267797607411,0.4,0.4,0.08,0.05331999999999994,1142700,0.6752731124732236,0.0,0.059999999999999436
2022-02-10,46.39,46.7,45.78,46.7,974900,0.0143353605560383,46.39333333333334,58.32378937871093,45.91799999999999,45.3355,47.57603096385656,43.094969036143446,1.1493681330466556,0.0,-0.4,0.08,0.10915999999999997,0,-0.35041238554262294,0.0,-0.0
2022-02-11,46.6,46.9,46.39,46.49,641600,-0.0044967880085653,46.59333333333333,56.21723327485001,46.13,45.2895,47.39125617044413,43.18774382955586,1.0781781661185383,0.0,0.0,0.08,0.09604000000000042,0,0.0,0.0,0.0
2022-02-14,46.19,46.49,45.88,46.19,774100,-0.0064530006453001,46.18666666666667,53.25787352580502,46.282,45.264,47.3082739542439,43.2197260457561,1.0486904113928786,0.0,0.0,0.08,0.07407999999999959,0,0.0,0.0,-0.0
2022-02-15,46.19,46.54,45.94,46.24,655400,0.0010824853864472,46.24,53.6953815647638,46.332,45.3045,47.391962334989536,43.21703766501046,1.070845583246199,0.0,0.0,0.08,0.07484000000000038,0,0.0,0.0,0.0
2022-02-16,46.54,46.95,46.34,46.34,614200,0.0021626297577854,46.54333333333333,54.610438748713634,46.392,45.3475,47.48253981227517,43.21246018772483,1.0952523141171373,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2022-02-17,46.65,47.1,46.19,47.1,853700,0.0164005179110919,46.79666666666666,60.929733019998494,46.472,45.365,47.55086824854563,43.17913175145436,1.1213267517590595,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.0
2022-02-18,46.85,46.95,46.54,46.8,618800,-0.0063694267515924,46.76333333333334,57.52515909093298,46.534000000000006,45.388,47.62353662461611,43.15246337538389,1.1468060910748217,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.0
2022-02-21,46.8,47.71,46.7,47.46,1386000,0.0141025641025642,47.29,62.49083382018243,46.788,45.5025,47.90963834251377,43.09536165748622,1.234835914946638,0.35,0.35,0.0699999999999999,0.137025,1386000,0.15737341987982026,0.0,-0.059500000000000594
2022-02-22,47.2,47.36,46.7,47.15,1158200,-0.0065318162663295,47.07,59.00173149793852,46.97,45.624,48.10505945112163,43.14294054887837,1.2727566435435345,0.35,0.0,0.1399999999999999,0.21363999999999933,1158200,0.0,0.0,-0.0279999999999994
2022-02-23,47.0,47.66,47.0,47.2,973800,0.0010604453870626,47.28666666666667,59.39552116917095,47.142,45.743,48.28592823335618,43.20007176664382,1.3044946591647917,0.0,-0.35,0.1399999999999999,0.20397999999999997,0,-0.38007488167466225,0.0,0.0
2022-02-24,47.2,47.46,45.68,46.7,1349600,-0.010593220338983,46.61333333333334,53.82765312830532,47.062,45.8245,48.38037538819872,43.26862461180128,1.311136409459564,0.0,0.0,0.1399999999999999,0.12257000000000025,0,0.0,0.0,-0.0
2022-02-25,46.9,47.41,46.75,46.85,1059900,0.0032119914346895,47.00333333333333,55.18492030838693,47.072,45.9285,48.47352868353187,43.38347131646813,1.305572167369738,0.0,0.0,0.1399999999999999,0.12901000000000015,0,0.0,0.0,0.0
