date,open,high,low,close,volume,returns,vwap,rsi,sma_5,sma_20,bb_upper,bb_lower,volatility,sentiment_score,sentiment_diff,sentiment_ma5,alpha_1,alpha_2,alpha_3,alpha_4,alpha_5
2022-02-07,48.2,48.75,45.6,45.6,7413400,-0.0597938144329897,46.65,23.898922369317148,47.71,49.02,52.18376358155914,45.85623641844085,1.6229764728975395,0.0,0.0,0.0,-0.0,0,-0.0,25.093868487782938,0.0
2022-02-08,45.65,46.15,43.35,43.65,8010800,-0.0427631578947369,44.38333333333333,18.310196114021764,46.84,48.6775,52.53359582349815,44.82140417650184,1.9781354192375429,0.0,0.0,0.0,-0.0,0,-0.0,13.427477150282645,0.0
2022-02-09,43.8,44.35,42.45,42.85,8812500,-0.0183276059564718,43.21666666666667,16.595579597663217,45.77,48.32,52.88074555308668,43.75925444691333,2.3396131034177814,0.0999999999999999,0.0999999999999999,0.0199999999999999,-0.10939999999999943,8812500,-0.09092544469133292,6.0850458524765205,0.0
2022-02-10,42.85,43.0,40.85,42.0,11088500,-0.0198366394399066,41.95,14.98947424562779,44.52,47.8075,52.77230362149399,42.842696378506005,2.546890519003405,0.0,-0.0999999999999999,0.0199999999999999,-0.11614999999999936,0,0.08426963785060045,-0.7494737122813468,0.0
2022-02-11,41.5,41.8,40.75,40.85,7846400,-0.0273809523809523,41.13333333333333,13.137040284894056,42.99,47.295,52.872804227471576,41.71719577252843,2.861353194777447,-0.2,-0.2,-0.02,0.12890000000000001,0,0.17343915450568517,3.722161414053291,0.0
2022-02-14,40.85,42.0,40.35,40.9,4973500,0.0012239902080781,41.083333333333336,13.636777875336122,42.05,46.7825,52.72120987673247,40.84379012326753,3.046493886420903,-0.2,0.0,-0.06,0.35295,0,0.0,2.500075943811674,0.0
2022-02-15,41.0,41.9,40.9,41.85,3001500,0.0232273838630807,41.55,22.732600366349217,41.69,46.35,52.40161135566386,40.29838864433614,3.104411123071904,0.0,0.2,-0.06,0.27,0,0.3103222711327718,-6.819780109904862,0.0
2022-02-16,41.95,41.95,41.35,41.45,1986000,-0.0095579450418159,41.583333333333336,21.696449763988,41.41,45.9025,52.0133489590236,39.79165104097641,3.1347993724101517,0.0999999999999999,0.0999999999999999,-0.06,0.26715,1986000,0.16583489590235895,2.892859968531723,3.1347993724101517
2022-02-17,41.4,41.75,41.0,41.55,2865600,0.002412545235223,41.43333333333333,22.645704761728908,41.32,45.510000000000005,51.67997568876894,39.34002431123107,3.1651307447843067,0.0,-0.0999999999999999,-0.06,0.23760000000000048,0,-0.2209975688768926,-2.6419988888683834,0.0
2022-02-18,41.25,41.4,41.0,41.1,2914400,-0.0108303249097472,41.16666666666666,21.389120643560943,41.370000000000005,45.0925,51.26957657391421,38.9154234260858,3.168773422004152,-0.06,-0.06,-0.032,0.12775999999999998,0,-0.13107459443485198,1.425941376237163,0.0
2022-02-21,41.05,41.9,41.0,41.8,2513700,0.0170316301703161,41.56666666666667,28.0749615453516,41.55,44.7575,50.8855726986549,38.629427301345096,3.1436349644119908,0.0,0.06,0.0079999999999999,-0.023659999999999726,0,0.19023436191929405,-6.550824360581867,0.0
2022-02-22,41.5,41.65,40.9,41.0,2975200,-0.0191387559808611,41.18333333333333,25.414640863485857,41.38,44.41,50.56269046840482,38.257309531595176,3.156263613832007,0.25,0.25,0.0579999999999999,-0.19777999999999946,2975200,0.685672617101206,4.659350824972323,0.0
2022-02-23,41.05,41.25,41.0,41.25,1439000,0.0060975609756097,41.16666666666666,27.719635194201643,41.34,44.0775,50.1581640262392,37.9968359737608,3.1193148286121857,0.0,-0.25,0.038,-0.10744500000000001,0,-0.8132910065597994,-2.3099695995170664,0.0
2022-02-24,41.15,41.2,39.65,40.05,6367500,-0.0290909090909091,40.3,23.901378313495528,41.04,43.705,49.814083400969366,37.59591659903063,3.133893660238661,0.5,0.5,0.1379999999999999,-0.5043899999999998,6367500,1.2270417004846834,5.975344578373882,0.0
2022-02-25,40.45,40.45,39.55,39.55,3385500,-0.0124843945068664,39.85,22.51005630326584,40.73,43.295,49.363681899720845,37.22631810027916,3.113168127402298,0.0,-0.5,0.15,-0.5617500000000006,0,-1.1618409498604194,6.753016890979849,0.0
2022-02-28,39.75,39.75,38.5,38.5,4678600,-0.0265486725663716,38.91666666666666,19.89142377905625,40.07,42.845,48.93440883830272,36.75559116169728,3.123800822547301,0.0,0.0,0.15,-0.6517499999999998,0,0.0,8.288093241273248,0.0
2022-03-01,38.55,39.95,38.5,39.6,3467600,0.0285714285714286,39.35,29.185538006967946,39.79,42.425,48.18403637772842,36.665963622271576,2.954323326210129,0.0,0.0,0.0999999999999999,-0.28249999999999925,0,0.0,-7.296384501741986,0.0
2022-03-02,39.6,39.6,38.6,39.45,2401000,-0.0037878787878787,39.21666666666667,28.696612291205327,39.43,41.9875,47.23162766816362,36.743372331836376,2.690180731553336,0.0,0.0,0.1,-0.2537499999999994,0,0.0,-6.69587620128127,0.0
2022-03-03,39.45,40.2,39.15,39.5,2610400,0.0012674271229402,39.61666666666667,29.122843154176792,39.32000000000001,41.55,46.03653541165108,37.063464588348914,2.301544104108733,0.0,0.0,0.0,-0.0,0,0.0,3.397665034653973,0.0
2022-03-04,39.5,39.65,38.9,39.5,3817400,0.0,39.35,29.122843154176778,39.31,41.1,44.34021604217976,37.85978395782024,1.6621957576777366,0.3,0.3,0.06,-0.09600000000000009,3817400,0.49206481265392765,-4.368426473126475,1.6621957576777366
2022-03-07,39.2,39.5,38.65,39.25,2442600,-0.0063291139240506,39.13333333333333,28.147160270506163,39.46,40.7825,43.37677735602789,38.18822264397211,1.330836203294662,0.0,-0.3,0.06,-0.09194999999999993,0,-0.3185332068083667,-3.283835364892399,0.0
2022-03-08,39.0,39.45,38.55,38.95,4290200,-0.0076433121019107,38.98333333333333,26.979092137553597,39.33,40.5475,42.90047152553936,38.19452847446064,1.2070489241380815,0.0,0.0,0.06,-0.0958499999999998,0,0.0,0.8993030712515437,0.0
2022-03-09,39.05,39.35,38.65,39.0,3049900,0.0012836970474967,39.0,27.518964890746062,39.24,40.355,42.54746436687099,38.16253563312902,1.124710489063858,0.0,0.0,0.06,-0.0812999999999998,0,0.0,0.0,0.0
2022-03-10,39.25,40.3,39.0,39.55,4366600,0.014102564102564,39.61666666666667,33.35588013109957,39.25,40.2325,42.31463232048277,38.15036767951723,1.0681113434960772,0.0,0.0,0.06,-0.04095000000000027,0,0.0,2.2237253420734153,0.0
2022-03-11,39.4,39.5,38.9,39.5,2222400,-0.0012642225031604,39.3,33.09495685823339,39.25,40.165,42.25020982157647,38.07979017842353,1.069690068246402,0.0,0.0,0.0,-0.0,0,0.0,-6.618991371646771,0.0
2022-03-14,39.4,39.4,38.7,39.15,2622700,-0.0088607594936709,39.083333333333336,31.252056970190356,39.23,40.0775,42.17880316708441,37.97619683291559,1.0779457802982877,0.0,0.0,0.0,-0.0,0,0.0,-2.083470464679239,0.0
2022-03-15,39.0,39.3,38.5,39.15,2733900,0.0,38.98333333333333,31.252056970190356,39.27,39.9425,41.91386374116979,37.97113625883021,1.011288261262901,0.0,0.0,0.0,-0.0,0,0.0,-5.20867616169854,0.0
2022-03-16,39.15,39.2,38.6,39.05,2950000,-0.0025542784163473,38.95,30.685844632225525,39.28,39.8225,41.70225397326323,37.94274602673677,0.9642934419070676,0.22,0.22,0.044,-0.033990000000000034,2950000,0.24359587411790984,-3.068584463222378,0.0
2022-03-17,39.15,39.25,38.65,39.2,2565900,0.003841229193342,39.03333333333334,32.65677188293732,39.21,39.705,41.42514534269605,37.98485465730395,0.8824159420231223,0.0,-0.22,0.044,-0.0222199999999998,0,-0.26733197539313197,-5.44279531382281,0.0
2022-03-18,39.15,39.75,38.7,39.4,5520700,0.0051020408163264,39.28333333333333,35.29849011950172,39.19,39.62,41.21981248901204,38.02018751098796,0.8206864905609101,0.0,0.0,0.044,-0.009679999999999949,0,0.0,-4.118157180608551,0.0
